"path";"hash";"size (mb)"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\etPropsInsertPasswordDialogLogo.jpg";"DE2B4F4ECCB3E09BB5FBBE314391EB0CA820ACE0E393E4974F76001A24AD8802";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\CommonUIChangePasswordBackground.jpg";"18764579DC715F5B3ADC7E2634DF9E8195F1A9E59B414011E7BAE1F69BBBFAC1";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\CommonUILogonBackground.jpg";"18764579DC715F5B3ADC7E2634DF9E8195F1A9E59B414011E7BAE1F69BBBFAC1";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\etPropsAboutLogo.jpg";"483B2E16A01FBA5058A92B1657FFC659A881F565602C05616C6EC57649D6783E";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\etPropsHelpLogo.jpg";"483B2E16A01FBA5058A92B1657FFC659A881F565602C05616C6EC57649D6783E";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\etPropsRenameTokenDialogLogo.jpg";"483B2E16A01FBA5058A92B1657FFC659A881F565602C05616C6EC57649D6783E";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\etPropsAdvancedBottomBarLogo.jpg";"0A2D7E1F682B4277F5A20BC655C8DB7385674A141CECB41B93E2112F72554F43";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\MainetPropsWindowBottomBarLogo.jpg";"0A2D7E1F682B4277F5A20BC655C8DB7385674A141CECB41B93E2112F72554F43";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\etPropsAdvancedUpperBarLogo.jpg";"A9ED798D4C190DE71C325C355C7FB33853584DD3AA66C229D88F24AD810D5377";"0,01"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\MainetPropsWindowUpperBarLogo.jpg";"A9ED798D4C190DE71C325C355C7FB33853584DD3AA66C229D88F24AD810D5377";"0,01"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\etPropsImportCertLogo.jpg";"2B65C935C93DA783928BD53AF1FCFFAEFDD4783E441FC9EEC10BCEB1E248720D";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\LogoImages\etPropsReadersManagementDialogLogo.jpg";"2B65C935C93DA783928BD53AF1FCFFAEFDD4783E441FC9EEC10BCEB1E248720D";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\NG-FLASH Partition\NG-FLASH_Secure_Sample\autorun.inf";"BC7DA0F62EE89EE018BB869E47B297F7D28FE871699B332125D75E0DF9C9824D";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\NG-FLASH Partition\NG-FLASH_Secure_Sample\5.3\autorun.inf";"BC7DA0F62EE89EE018BB869E47B297F7D28FE871699B332125D75E0DF9C9824D";"0"
"C:\Program Files\Git\mingw64\libexec\git-core\mergetools\gvimdiff";"BC1D96063154A0E5A7F55F5F3579D275C124E84BA33EB50DB2F5802E259B479F";"0"
"C:\Program Files\Git\mingw64\libexec\git-core\mergetools\nvimdiff";"BC1D96063154A0E5A7F55F5F3579D275C124E84BA33EB50DB2F5802E259B479F";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\NG-FLASH Partition\NG-FLASH_Secure_Sample\eTFlash.exe";"98B1F2D49AD72A96CB51323AA6B6C9D1A03D2F7AA004AA7E453F796CCEF6DECA";"0,03"
"C:\Program Files\Aladdin\eToken\PKIClient\NG-FLASH Partition\NG-FLASH_Secure_Sample\5.3\etFlash.exe";"98B1F2D49AD72A96CB51323AA6B6C9D1A03D2F7AA004AA7E453F796CCEF6DECA";"0,03"
"C:\Program Files\Aladdin\eToken\PKIClient\x32\qt.conf";"86B1E488A15DA1052721E82835D54D8113F13E53720A97B5E54D078D4D473E36";"0"
"C:\Program Files\Aladdin\eToken\PKIClient\x64\qt.conf";"86B1E488A15DA1052721E82835D54D8113F13E53720A97B5E54D078D4D473E36";"0"
"C:\Program Files\AMD\CIM\Images\c.jpg";"EEF0E86A614D49A6D3DC83EBB13CB744F7126D4CFF94E0CC3463A4D956139C8F";"0"
"C:\Program Files\AMD\CIM\Images\f.jpg";"EEF0E86A614D49A6D3DC83EBB13CB744F7126D4CFF94E0CC3463A4D956139C8F";"0"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm+tmux";"145476A595EA712C75A0B268F36590CBA92A64FA984EE11853519868E62531FA";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm+tmux";"145476A595EA712C75A0B268F36590CBA92A64FA984EE11853519868E62531FA";"0"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm+kbs";"8F6AAFF2B493CA9CA2E281B2F3E0C3FE6B0257DEF104040FEA9A45C979351035";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm+kbs";"8F6AAFF2B493CA9CA2E281B2F3E0C3FE6B0257DEF104040FEA9A45C979351035";"0"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm-sco";"B0E2E365A1062907052E7DCB5D178775CD7F516906AAB65FB83EFF433CC7FB0C";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm-sco";"B0E2E365A1062907052E7DCB5D178775CD7F516906AAB65FB83EFF433CC7FB0C";"0"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm-xfree86";"8D1E375CF40CAC3E78D50DD0F06A488D69D51BAEB77FC3FB7A5C5D9C5F146080";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm-xfree86";"8D1E375CF40CAC3E78D50DD0F06A488D69D51BAEB77FC3FB7A5C5D9C5F146080";"0"
"C:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\insert\insertbase.xml";"32EB7D8F5AA2934BFBF5FCF00A0075ECAE321D1571B5BFA7BC0B0A2B9B059619";"0"
"C:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\keypad\keypadbase.xml";"32EB7D8F5AA2934BFBF5FCF00A0075ECAE321D1571B5BFA7BC0B0A2B9B059619";"0"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm+x11hilite";"52CDE2B2EC24CA24CE7050C2A6EB74194DABCCFC6B69320747B5FAC2C8F01285";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm+x11hilite";"52CDE2B2EC24CA24CE7050C2A6EB74194DABCCFC6B69320747B5FAC2C8F01285";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\markdown-language-features\icon.png";"D79E9BC7D5A744F2302E26328D8C1E6DCA4CB4D714D3097C69CCB2E04551532C";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\markdown-math\icon.png";"D79E9BC7D5A744F2302E26328D8C1E6DCA4CB4D714D3097C69CCB2E04551532C";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen3";"71E4AE1BCC71B94524FFC20F53C18B8CB7755EE30DD94F50166C049176BCFC84";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen3";"71E4AE1BCC71B94524FFC20F53C18B8CB7755EE30DD94F50166C049176BCFC84";"0"
"C:\Program Files\Far Manager\Addons\Colors\Custom Highlighting\Descript.ion";"A73693234A2C02F40CB936D863CB0624CC6089D86A945AD01E06029DCB273492";"0"
"C:\Program Files\Far Manager\Addons\Colors\Default Highlighting\Descript.ion";"A73693234A2C02F40CB936D863CB0624CC6089D86A945AD01E06029DCB273492";"0"
"C:\Program Files\Far Manager\Addons\Colors\Interface\Descript.ion";"A73693234A2C02F40CB936D863CB0624CC6089D86A945AD01E06029DCB273492";"0"
"C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2021.3.1\plugins\PowerShell\lib\LanguageHost\modules\Plaster\Templates\AddPSScriptAnalyzerSettings\.vscode\settings.json";"872E60A1E796B83C0CA9AF952EB46555070A7E991E71B2A4E4C7652A625472F9";"0"
"C:\Program Files\JetBrains\Plaster\1.1.3\Templates\AddPSScriptAnalyzerSettings\.vscode\settings.json";"872E60A1E796B83C0CA9AF952EB46555070A7E991E71B2A4E4C7652A625472F9";"0"
"C:\Program Files\JetBrains\PowerShellEditorServices\Plaster\1.1.3\Templates\AddPSScriptAnalyzerSettings\.vscode\settings.json";"872E60A1E796B83C0CA9AF952EB46555070A7E991E71B2A4E4C7652A625472F9";"0"
"C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2021.3.1\plugins\PowerShell\lib\LanguageHost\modules\Plaster\Templates\NewPowerShellScriptModule\editor\VSCode\settings.json";"63F67633EC47DED9A06C9E88B054A77A8065412E25BB077546600F2D727E52C0";"0"
"C:\Program Files\JetBrains\Plaster\1.1.3\Templates\NewPowerShellScriptModule\editor\VSCode\settings.json";"63F67633EC47DED9A06C9E88B054A77A8065412E25BB077546600F2D727E52C0";"0"
"C:\Program Files\JetBrains\PowerShellEditorServices\Plaster\1.1.3\Templates\NewPowerShellScriptModule\editor\VSCode\settings.json";"63F67633EC47DED9A06C9E88B054A77A8065412E25BB077546600F2D727E52C0";"0"
"C:\Program Files\Git\usr\share\vim\vim82\lang\menu_ja.cp932.vim";"7121B31F8F673E301BF7BC1463B4DFCE517A951EA43050F42258590A4174271A";"0"
"C:\Program Files\Git\usr\share\vim\vim82\lang\menu_ja_jp.cp932.vim";"7121B31F8F673E301BF7BC1463B4DFCE517A951EA43050F42258590A4174271A";"0"
"C:\Program Files\Git\usr\share\makepkg-template\perl-binary-module-dependency-1.template";"FE91F1DE38AF525CB82503FEEF553B71299C52EA52C01B1959143F48F4051FFA";"0"
"C:\Program Files\Git\usr\share\makepkg-template\perl-binary-module-dependency.template";"FE91F1DE38AF525CB82503FEEF553B71299C52EA52C01B1959143F48F4051FFA";"0"
"C:\Program Files\Git\usr\share\vim\vim82\lang\menu_ja.ujis.vim";"6EA7E50AFB6CDC177B5E314993B094915985C89DA1167C3A304B9A6A55F5FFF8";"0"
"C:\Program Files\Git\usr\share\vim\vim82\lang\menu_ja_jp.ujis.vim";"6EA7E50AFB6CDC177B5E314993B094915985C89DA1167C3A304B9A6A55F5FFF8";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\git\resources\icons\dark\status-ignored.svg";"394674E16182DE579DB446D276C08550819723B9A055521A54145759CC402B97";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\git\resources\icons\light\status-ignored.svg";"394674E16182DE579DB446D276C08550819723B9A055521A54145759CC402B97";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\git\resources\icons\dark\status-renamed.svg";"90B60C58FCB4097EDBCCBC0185D69FFC45E499FD5A40C6F530C74F9B129EF44B";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\git\resources\icons\light\status-renamed.svg";"90B60C58FCB4097EDBCCBC0185D69FFC45E499FD5A40C6F530C74F9B129EF44B";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\git\resources\icons\dark\status-untracked.svg";"24BC176066D5633D4740B9953D09AB46120D2D894C848CD9704D051126F83AA1";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\git\resources\icons\light\status-untracked.svg";"24BC176066D5633D4740B9953D09AB46120D2D894C848CD9704D051126F83AA1";"0"
"C:\Program Files\JetBrains\docs\Unregister-EditorCommand.md";"9540FAD8745CDF0D9C43F2AED2041B75CD1624A98856D1728363806E8BD7A49A";"0"
"C:\Program Files\JetBrains\PowerShellEditorServices\docs\Unregister-EditorCommand.md";"9540FAD8745CDF0D9C43F2AED2041B75CD1624A98856D1728363806E8BD7A49A";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-bce";"40FE376EB15E970D2CD5AF1ACE588E43ED3F154BE39DD600F213EEFE2E1D92C3";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-bce";"40FE376EB15E970D2CD5AF1ACE588E43ED3F154BE39DD600F213EEFE2E1D92C3";"0"
"C:\Program Files\JetBrains\docs\PowerShellEditorServices.Commands.md";"E1B7A534EFFFEDA50F3505857185608D4AADFA40FBCBE2E6C65D66C531EFC644";"0"
"C:\Program Files\JetBrains\PowerShellEditorServices\docs\PowerShellEditorServices.Commands.md";"E1B7A534EFFFEDA50F3505857185608D4AADFA40FBCBE2E6C65D66C531EFC644";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-16color-bce-s";"3C434D617631FB44C06E8BA95C0F1DF285C050DC106C5B06E349C13167B3784B";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-16color-bce-s";"3C434D617631FB44C06E8BA95C0F1DF285C050DC106C5B06E349C13167B3784B";"0"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm-vt52";"3EBEA49AB1D00FA24CDB09D7F8ED85C0B3D89BCC98245E380405BF5C19ACB097";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm-vt52";"3EBEA49AB1D00FA24CDB09D7F8ED85C0B3D89BCC98245E380405BF5C19ACB097";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.minitel1-nb";"AAA3AC6A2D97442DA17F3E087FE013B3DB97F271DB7CE2FA89E492CF038BE3D1";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.minitel1-nb";"AAA3AC6A2D97442DA17F3E087FE013B3DB97F271DB7CE2FA89E492CF038BE3D1";"0"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm+88color";"5B14D2EEE0AB0BDE4279FC0273BE9EB2710DCBCFCD5F6ADCACD0218E730A6B54";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm+88color";"5B14D2EEE0AB0BDE4279FC0273BE9EB2710DCBCFCD5F6ADCACD0218E730A6B54";"0"
"C:\Program Files\Far Manager\Plugins\NetBox\LICENSE.txt";"8177F97513213526DF2CF6184D8FF986C675AFB514D4E68A404010521B880643";"0"
"C:\Program Files\Git\mingw64\share\doc\xz\COPYING.GPLv2";"8177F97513213526DF2CF6184D8FF986C675AFB514D4E68A404010521B880643";"0"
"C:\Program Files\Git\mingw64\share\licenses\xz\COPYING.GPLv2";"8177F97513213526DF2CF6184D8FF986C675AFB514D4E68A404010521B880643";"0"
"C:\Program Files\JetBrains\jdk-17.0.1\conf\security\policy\limited\default_US_export.policy";"758B930A526FC670AB7537F8C26321527050A31F5F42149A2DDA623C56A0A1A9";"0"
"C:\Program Files\JetBrains\jdk-17.0.1\conf\security\policy\unlimited\default_US_export.policy";"758B930A526FC670AB7537F8C26321527050A31F5F42149A2DDA623C56A0A1A9";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\cpp\snippets\c.code-snippets";"E941999DFC8E6150665480F07EB1A2B55593EDA8F0835DDED52FD630C89EA9F6";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\cpp\snippets\cpp.code-snippets";"E941999DFC8E6150665480F07EB1A2B55593EDA8F0835DDED52FD630C89EA9F6";"0"
"C:\Program Files\Git\usr\lib\terminfo\64\dumb";"123C85A2812A517D967DB5F31660DB0E6ADED4A0B95ED943C5AB435368E7A25C";"0"
"C:\Program Files\Git\usr\share\terminfo\64\dumb";"123C85A2812A517D967DB5F31660DB0E6ADED4A0B95ED943C5AB435368E7A25C";"0"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm-old";"C7796DBBC55626542A791EB22756436FF7C2585F6A4F4990EF17561B44C6FD44";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm-old";"C7796DBBC55626542A791EB22756436FF7C2585F6A4F4990EF17561B44C6FD44";"0"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm+pcf0";"93BB22C67B7B4EFAFDEACFE164624003B466FCB8C942B5E350609F30337AA18F";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm+pcf0";"93BB22C67B7B4EFAFDEACFE164624003B466FCB8C942B5E350609F30337AA18F";"0"
"C:\Program Files\Git\bin\bash.exe";"C50615F2D64ADCDB97F879DF94D40A374BCA47D66AF1920F34E646020DAED074";"0,01"
"C:\Program Files\Git\bin\sh.exe";"C50615F2D64ADCDB97F879DF94D40A374BCA47D66AF1920F34E646020DAED074";"0,01"
"C:\Program Files\Git\mingw64\share\git\compat-bash.exe";"C50615F2D64ADCDB97F879DF94D40A374BCA47D66AF1920F34E646020DAED074";"0,01"
"C:\Program Files\Git\bin\git.exe";"2B271694453BB65A168D40A8D90FF29C3CB0D5F73C6DD498EAC90B640B028633";"0,01"
"C:\Program Files\Git\cmd\git-lfs.exe";"2B271694453BB65A168D40A8D90FF29C3CB0D5F73C6DD498EAC90B640B028633";"0,01"
"C:\Program Files\Git\cmd\git.exe";"2B271694453BB65A168D40A8D90FF29C3CB0D5F73C6DD498EAC90B640B028633";"0,01"
"C:\Program Files\Git\etc\pki\ca-trust\extracted\openssl\ca-bundle.trust.crt";"9B72D3B397D25707950987F4C780EE04347F387A8936656E00CA05DA39C98803";"0,03"
"C:\Program Files\Git\usr\ssl\certs\ca-bundle.trust.crt";"9B72D3B397D25707950987F4C780EE04347F387A8936656E00CA05DA39C98803";"0,03"
"C:\Program Files\Git\mingw64\etc\pki\ca-trust\extracted\openssl\ca-bundle.trust.crt";"53E2BE799A5716D4BD7F17A4D9C7D217D79902AD151617BAC035E2B9BADBB0AB";"0,03"
"C:\Program Files\Git\mingw64\ssl\certs\ca-bundle.trust.crt";"53E2BE799A5716D4BD7F17A4D9C7D217D79902AD151617BAC035E2B9BADBB0AB";"0,03"
"C:\Program Files\Git\etc\pki\ca-trust\extracted\pem\objsign-ca-bundle.pem";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Git\mingw64\etc\pki\ca-trust\extracted\pem\objsign-ca-bundle.pem";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Git\mingw64\share\pki\ca-trust-legacy\ca-bundle.legacy.default.crt";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Git\mingw64\share\pki\ca-trust-legacy\ca-bundle.legacy.disable.crt";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Git\usr\share\pki\ca-trust-legacy\ca-bundle.legacy.default.crt";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Git\usr\share\pki\ca-trust-legacy\ca-bundle.legacy.disable.crt";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\github\testWorkspace\PULL_REQUEST_TEMPLATE.md";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\github\testWorkspace\some-markdown.md";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\github\testWorkspace\x.txt";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\github\testWorkspace\docs\PULL_REQUEST_TEMPLATE.md";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\github\testWorkspace\docs\PULL_REQUEST_TEMPLATE\a.md";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\github\testWorkspace\docs\PULL_REQUEST_TEMPLATE\b.md";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\github\testWorkspace\docs\PULL_REQUEST_TEMPLATE\x.txt";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\github\testWorkspace\PULL_REQUEST_TEMPLATE\a.md";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\github\testWorkspace\PULL_REQUEST_TEMPLATE\b.md";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Microsoft VS Code\resources\app\extensions\github\testWorkspace\PULL_REQUEST_TEMPLATE\x.txt";"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855";"0"
"C:\Program Files\Git\etc\pki\ca-trust\extracted\pem\tls-ca-bundle.pem";"E3E8744818327496A1990E273235CDA1A36E0FA13A57D96AA17C1C8C33C04023";"0,02"
"C:\Program Files\Git\usr\ssl\cert.pem";"E3E8744818327496A1990E273235CDA1A36E0FA13A57D96AA17C1C8C33C04023";"0,02"
"C:\Program Files\Git\usr\ssl\certs\ca-bundle.crt";"E3E8744818327496A1990E273235CDA1A36E0FA13A57D96AA17C1C8C33C04023";"0,02"
"C:\Program Files\Git\mingw64\etc\pki\ca-trust\extracted\pem\tls-ca-bundle.pem";"533425A9055CC8D17A5C05B04454DDB5EC45F0C8E7F05D2F035866154C62B8A5";"0,02"
"C:\Program Files\Git\mingw64\ssl\cert.pem";"533425A9055CC8D17A5C05B04454DDB5EC45F0C8E7F05D2F035866154C62B8A5";"0,02"
"C:\Program Files\Git\mingw64\ssl\certs\ca-bundle.crt";"533425A9055CC8D17A5C05B04454DDB5EC45F0C8E7F05D2F035866154C62B8A5";"0,02"
"C:\Program Files\Git\mingw64\bin\bunzip2.exe";"F078A78BE891C08EF2A678308A1E574F0F0FEDB697399C7EF9795CD5E662F6B2";"0,01"
"C:\Program Files\Git\mingw64\bin\bzcat.exe";"F078A78BE891C08EF2A678308A1E574F0F0FEDB697399C7EF9795CD5E662F6B2";"0,01"
"C:\Program Files\Git\mingw64\bin\bzip2.exe";"F078A78BE891C08EF2A678308A1E574F0F0FEDB697399C7EF9795CD5E662F6B2";"0,01"
"C:\Program Files\Git\mingw64\bin\bzcmp";"1C1F96193CDF14B85EA65F140A7557A07ECE8783A53EC5BA6B5C30644A9D3012";"0"
"C:\Program Files\Git\mingw64\bin\bzdiff";"1C1F96193CDF14B85EA65F140A7557A07ECE8783A53EC5BA6B5C30644A9D3012";"0"
"C:\Program Files\Git\usr\bin\bzcmp";"1C1F96193CDF14B85EA65F140A7557A07ECE8783A53EC5BA6B5C30644A9D3012";"0"
"C:\Program Files\Git\usr\bin\bzdiff";"1C1F96193CDF14B85EA65F140A7557A07ECE8783A53EC5BA6B5C30644A9D3012";"0"
"C:\Program Files\Git\mingw64\bin\bzegrep";"A8E368A31766C7862B8D0FEEFFE274C3BB43B969E3CCB4F9E77D13BFA447A5C9";"0"
"C:\Program Files\Git\mingw64\bin\bzfgrep";"A8E368A31766C7862B8D0FEEFFE274C3BB43B969E3CCB4F9E77D13BFA447A5C9";"0"
"C:\Program Files\Git\mingw64\bin\bzgrep";"A8E368A31766C7862B8D0FEEFFE274C3BB43B969E3CCB4F9E77D13BFA447A5C9";"0"
"C:\Program Files\Git\usr\bin\bzegrep";"A8E368A31766C7862B8D0FEEFFE274C3BB43B969E3CCB4F9E77D13BFA447A5C9";"0"
"C:\Program Files\Git\usr\bin\bzfgrep";"A8E368A31766C7862B8D0FEEFFE274C3BB43B969E3CCB4F9E77D13BFA447A5C9";"0"
"C:\Program Files\Git\usr\bin\bzgrep";"A8E368A31766C7862B8D0FEEFFE274C3BB43B969E3CCB4F9E77D13BFA447A5C9";"0"
"C:\Program Files\Git\mingw64\bin\bzless";"0E7CA63849EEBC9EA476EA1FEFAB05E60B0AC8066F73C7D58E8FF607C941F212";"0"
"C:\Program Files\Git\mingw64\bin\bzmore";"0E7CA63849EEBC9EA476EA1FEFAB05E60B0AC8066F73C7D58E8FF607C941F212";"0"
"C:\Program Files\Git\usr\bin\bzless";"0E7CA63849EEBC9EA476EA1FEFAB05E60B0AC8066F73C7D58E8FF607C941F212";"0"
"C:\Program Files\Git\usr\bin\bzmore";"0E7CA63849EEBC9EA476EA1FEFAB05E60B0AC8066F73C7D58E8FF607C941F212";"0"
"C:\Program Files\Git\mingw64\bin\edit.dll";"F6381126970C8F2D6228990CD18158566C72E6333AB821FDD10C6C01FE57415A";"0,01"
"C:\Program Files\Git\mingw64\libexec\git-core\edit.dll";"F6381126970C8F2D6228990CD18158566C72E6333AB821FDD10C6C01FE57415A";"0,01"
"C:\Program Files\Git\mingw64\bin\gettext.sh";"B1C70A26633D0096404A6CD40A78EA61FBA5D2D2B49359950241613ED29561DB";"0"
"C:\Program Files\Git\usr\bin\gettext.sh";"B1C70A26633D0096404A6CD40A78EA61FBA5D2D2B49359950241613ED29561DB";"0"
"C:\Program Files\Git\mingw64\bin\git-receive-pack.exe";"899416248C36ED3A420AB6B301C333B94183DE3179B34381064F72643C76EF3C";"0,42"
